run_id,date,turn,subturn,agent_id,news_depth,fake_public_id,fake_synthetic_id,fake_title,related_event,misinformation_type,sources,base_exposed,read_exposed,search_exposed,selected_by_agent,news_sentiment,action,quantity,belief_summary,decision_reason
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A012,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,mixed,buy,44,노사 문제 해결과 실적 호재로 하락 리스크 해소. 기술적 반등 신호와 함께 저가 매수 기회로 판단. 현금 확보로 방어력 유지하며 추격 매수 검토.,노사 합의와 실적 호재로 저평가 구간 진입 확인. 손실 상태이므로 평균 단가 하향을 위한 추가 매수 실행. MA20 지지선 유지 중.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A010,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,mixed,buy,28,"노사 합의와 환율 안정으로 하방 리스크가 크게 축소되었다. 급락은 과반응이었으며, 내재가치 기반의 저평가 매수 기회로 판단.","노사 합의와 환율 안정으로 하방 리스크가 축소되었고, 내재가치 대비 저평가 구간으로 판단되어 공격적 관점에서 매수합니다."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A014,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,mixed,buy,100,"노사 합의와 실적 기대감으로 단기 리스크는 해소되었으나, 시장 폭락 여파로 변동성 관리가 중요함.","노사 합의와 실적 기대감으로 반등 가능성 높음, 보유 수익 종목 추가 매수로 수익 극대화 시도."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A016,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,46,"노사 합의설에 따른 반등은 확인되었으나, 실적 기반의 내재가치 회복이 핵심. 단기 변동성 속에서도 저평가 매수 기회로 판단.","195,000 원은 300 조 영업이익 시나리오 대비 저평가 구간이며, 노사 합의설에 따른 단기 반등 확인됨. 현금 여력을 활용하여 평균 매수 단가 하향 및 손실 폭 축소 도모."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A013,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,mixed,buy,4,"노사 합의와 실적 호조로 하락 리스크는 해소되었으나, 급락 후 반등이 지속될지 확인이 필요함. 현재는 보유를 유지하며 추가 매수 가능성을 주목함.",노사 합의와 실적 호조로 단기 반등이 지속될 것으로 판단되어 손실 구간에서 추가 매수 (아베리징) 전략을 적용합니다. MA5 저항선 부근이지만 밸류에이션 매력도가 높아 진입합니다.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A015,2,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, search, selected",True,True,True,True,positive,buy,10,,"노사 합의 및 실적 호재로 내재가치 회복 확인, 현재가 평균 매수 단가 하회로 저평가 구간. 현금 비중이 낮아 유동성 확보를 위해 제한적 매수."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A019,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,mixed,buy,4,노사 합의와 실적 호재로 리스크가 해소되어 저평가 매수 기회로 판단. 거시 리스크는 존재하나 삼성의 경쟁력은 검증되었으므로 가치 회복 기대.,"노사 합의설과 영업이익 300 조 전망으로 내재가치 상승 및 저평가 구간 판단. 손실 시 추가 매수 성향에 따라 평균 단가 하향을 시도하나, 현금 제약으로 최대 수량인 4 주만 매수."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A017,2,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, search, selected",True,True,True,True,positive,buy,50,"노사 합의와 환율 안정으로 기업 리스크가 해소되어 단기 반등 흐름이 유력해졌으나, 기술적 저항선과 외국인 수급 회복 여부를 확인 후 접근 가능성 있음.","노사 합의와 환율 안정으로 단기 반등 기대감, MA5 저항선 하단 진입 기회로 판단, 현금 여력 확보"
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A018,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,4,"노사 합의설로 단기 불확실성 해소되어 반등 모멘텀이 생겼으나, MA5 저항과 환율 리스크로 신중한 접근이 필요. 저평가 논리는 유효하여 보유 가치 인정.",노사 합의설로 단기 리스크 해소 및 저평가 구간 진입 확인. 손실 심화 포트폴리오 특성상 추가 매수로 평균 단가 하향 및 반등 수익 실현 시도.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A021,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,50,,"전일 대비 13% 급등과 거래량 증가로 상승 모멘텀이 확인되며, MA20 지지선 위에 위치해 중기 추세 유지 중입니다. 현금 여력이 충분하여 평균 매수 단가를 낮추기 위해 제한적으로 매수합니다."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A022,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,neutral,buy,21,"노사 합의와 환율 안정으로 하방 리스크 축소. 저평가 구간에서 가치 투자 관점 매력적이나, 변동성 관리 필요.","노사 합의와 환율 안정으로 하방 리스크가 축소되어 재평가 가능성이 높으며, 현재가 195,000 원은 내재가치 대비 저평가 구간으로 판단됩니다. 평균 매수 단가 207,059 원 회복을 위해 현금 한도 내에서 최대한 매수하여 단가를 하향 조정합니다."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A023,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,5,노사 합의와 환율 안정으로 리스크 프리미엄 축소. 저평가 구간 진입 확인되어 보유 강화 및 추가 매수 고려.,"노사 합의와 환율 안정으로 리스크 해소 및 저평가 구간 진입 확인. 현재가 195,000 원은 내재가치 대비 매력적 매수 기회로 판단하여 현금 여력 내에서 최대 수량 매수."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A024,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,216,노사 합의설과 기술적 반등으로 단기 하락 추세 전환 가능성 높음. 현금 보유 상태이므로 MA5 돌파 확인 후 재진입 고려.,"노사 합의설과 13.2% 급등으로 기술적 반등 국면 진입. MA20 지지선 확보로 하락 추세 전환 신호로 판단, 고위험 선호 성향에 따라 재진입 매수."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A025,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,mixed,buy,50,노사 합의와 실적 호재로 하락 제한적이나 MA5 저항선 부근에서 변동성 클 것. 전일 공포 매도 후 반등 확인하며 기회 포착.,노사 합의와 실적 호재로 단기 반등 가능성 높음. MA20 지지선 회복 및 저평가 구간으로 판단. 손실 상태이므로 평균 단가 하향 (손절 매수) 전략 적용.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A020,2,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, search, selected",True,True,True,True,mixed,buy,4,"노사 합의와 실적 호재로 리스크 해소, 기술적 반등 신호 확인. 현금 부족은 있으나 보유 주식으로 수익 회복 노림.","노사 합의와 실적 호재로 리스크 해소, 기술적 V 자 반등 신호 확인. 현재가 195,000 원이 평균 매수 단가 208,856 원 보다 낮아 손실 축소 및 평균 단가 하향 효과 기대. 현금 부족으로 최대 허용 수량인 4 주 매수."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A026,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,mixed,buy,1,,"저평가 내재가치 지지와 회복 국면 확인, 현금 부족으로 최소 수량 매수"
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A028,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,4,노사 합의설과 기술적 반등으로 단기 하락 추세 전환. 현금 부족으로 보유 물량 방어 및 MA5 저항선 돌파 여부에 따라 중기 방향성 결정.,"노사 합의설과 기술적 반등 (MA20 지지) 으로 단기 상승 추세 전환 확인. 현금 부족으로 추가 매수 제한적이지만, 20 만 원대 저항선 돌파 전 저평가 구간 매수 기회로 판단하여 최대 수량인 4 주 매수."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A027,1,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,mixed,buy,50,"노사 합의와 MA20 회복으로 단기 반등 기대하나, 거시 악재와 급락 여파로 변동성 지속될 것.",MA20 회복과 노사 합의 호재로 단기 반등 기대. 이전 손절 후 반등 놓친 아쉬움으로 매수 기회 활용. 밸류에이션 매력 증가.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A029,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,4,,손실 시 추가 매수 성향과 기술적 과매도 구간 진입 가능성을 고려하여 매수합니다. 노사협상 해소 호재와 장기 가치 평가 유효성을 바탕으로 단기 반등을 기대합니다.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-05,7,am,A030,0,news_20260305_종목_cd3b73ac,phasefake_20260305_M01_B,"삼성전자 노사협상, 임금안 합의·생산 정상화 확정설",노사협상 결렬과 쟁의 절차,synthetic_misinformation,base,True,False,False,False,mixed,buy,50,"노사 협상 합의 소식으로 단기 리스크는 해소되었으나, 뉴스 신뢰성 문제로 인해 추가 상승 여부는 불확실함. 현재가 19 만 5 천 원은 저평가 구간으로 판단됨.","현재가 19 만 5 천 원은 저평가 구간이며, 노사 합의 소식으로 단기 리스크가 해소됨. 평균 단가 하향을 통해 손실 축소 및 장기 우상향 기대."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A003,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,positive,buy,2,"노사 합의와 수출 호조로 펀더멘털이 확고해졌으며, 주가 조정은 저가 매수 기회로 해석. HBM 경쟁 리스크는 존재하나 생산 정상화가 더 중요.","노사 합의와 수출 호조로 펀더멘털이 개선되었고, 현재 주가는 내재가치 대비 저평가 구간으로 판단됩니다. 현금 부족으로 아베리징이 제한적이지만, MA20(18 만 1 천 원) 부근 지지 확인 시 저가 매수 기회로 활용하기 위해 최대 수량인 2 주를 매수합니다."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A001,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,positive,buy,50,,"내재가치 대비 저평가 구간이며, 노사 합의와 수출 호조 등 긍정적 뉴스가 반영되지 않은 하락세입니다. 가치 투자 원칙에 따라 매수 단가 하향을 통해 수익성 개선 기회를 노립니다."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A002,0,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, selected",True,False,False,True,mixed,buy,12,"노사 합의와 수출 호조로 하방 경직성 확보. 현재 가격대는 가치 투자 관점에서 매력적이나, 변동성 관리 필수.",노사 합의와 수출 호조로 내재가치 대비 저평가 구간으로 판단되어 가치 투자 관점에서 매수합니다. MA20 지지선 유지 시 중기 상승 흐름 기대.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A004,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,positive,buy,66,반도체 수출 호조와 노사 합의 소명으로 리스크 요인 제거. 기술적 약세에도 불구하고 뉴스 기반의 상승 확신으로 매수 관점 유지.,반도체 수출 103% 증가와 노사 합의 소명으로 리스크 요인 제거. 기술적 약세에도 불구하고 뉴스 기반의 상승 확신으로 매수 관점 유지. 현재가 18 만 6 천 원은 평균 단가 19 만 5 천 원보다 낮아 손실 보정을 위해 매수.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A005,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,positive,buy,2,반도체 수출 103% 증가와 노사 합의는 저평가 해소를 확신케 함. 단기 변동성 속에서도 내재가치 회복을 믿고 보유.,반도체 수출 103% 증가와 노사 합의 등 펀더멘털 개선으로 내재가치 대비 저평가 구간으로 판단됩니다. 가치 투자 관점에서 매수 기회를 활용하여 평균 단가를 하향 조정합니다.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A006,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,mixed,buy,18,호재는 확실하나 단기 차트 악화로 신중한 접근이 필요. 손실 구간의 추가 매수 욕구와 리스크 관리 사이 갈등이 지속됨.,"손실 구간에서 평균 매수 단가 하향 욕구가 강하며, MA20 지지선 부근에서 저평가 매수 기회로 판단. 반도체 수출 호재와 노사 합의 등 중장기적 호재가 존재함."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A010,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,positive,buy,8,"노사 합의와 수출 호조로 불확실성 해소. 내재가치 기반 저평가 매수 논리가 유효하며, 단기 조정 후 반등 기대.",노사 합의와 수출 호조로 하방 리스크 축소 및 내재가치 저평가 구간 진입. MA20 지지선 유지로 단기 반등 기대감에 따라 제한된 현금 여력 내에서 최대한 매수하여 평균 단가 하향.
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A009,0,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,base,True,False,False,False,mixed,sell,100,,"MA5 하향 돌파로 단기 약세 확인, 최근 매수분 손실 발생으로 이성적 손절 원칙 적용."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A008,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, selected",True,True,False,True,positive,buy,221,펀더멘털은 강력하나 기술적 조정이 필요함. 현금 보유 상태에서 MA20 부근 지지 확인 시 고위험 매수 기회로 접근할 것.,"반도체 수출 호조와 노사 합의 등 펀더멘털이 강력하며, MA20 지지선 부근에서 기술적 저가 매수 기회로 판단됨. 고위험 성향과 누적 손실 회복 필요성에 따라 최대 허용 범위 내에서 진입."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A011,1,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read",True,True,False,False,positive,buy,1,"노사 합의와 수출 호조로 반도체 업황 회복이 확실시되며, 현재 주가는 내재가치 대비 매력적인 저평가 구간이다. 단기 변동성은 있으나 장기 관점에서 보유 및 반등 기대.","노사 합의와 수출 데이터로 업황 회복이 확실시되며, 현재 주가는 내재가치 대비 저평가 구간입니다. 현금 부족으로 추가 매수 한계가 있으나, MA20 지지선 부근에서 매수하여 평균 단가를 낮추고자 합니다."
simulation_20260715_community_off_fake_on_bullish_30_20260227_20260601,2026-03-06,9,am,A007,2,news_20260306_종목_6bc7563b,phasefake_20260306_M01_B,"노사협상 결렬과 쟁의 절차, 삼성전자 노사가 임금·성과급 제도 개편안에 최종 합의했고 반도체 생산 정상화 일정까지 확정했다는 내용이 후속 협의에서도 재확인됐다 재확인 관측…후속 협의 주목",노사협상 결렬과 쟁의 절차,synthetic_misinformation,"base, read, search, selected",True,True,True,True,mixed,sell,1,"노사 합의와 수출 호조로 실적 기반은 강화되었으나, 급등한 주가 밸류에이션과 금리 환경 불확실성을 고려해 신중한 접근이 필요함.","fallback_decision_after_invalid_llm_output: the model failed to return a valid decision after retry, so the system submitted a minimal valid sell order."
