id,title,date,time,category,summary
news_20250101_섹터_0022,악재에 움츠린 韓증시 … 하반기 반등땐 '삼천피' 꿈 아냐,2025-01-01,15:58,섹터,"반도체를 필두로 한 주요 업종의 실적 개선과 정치적 불확실성 감소로 인해 국내 증시는 상반기 박스권에서 움직일 것으로 예상되며, 하반기부터 반등 국면에 진입할 가능성이 크다. 증권사들은 올해 코스피가 2360~3000까지 오를 것으로 전망하고 있으며, 특히 반도체와 IT 섹터의 실적 개선이 기대된다. 상반기에는 안정적인 수익을 제공하는 고배당 종목이나 방어주에 투자하는 것이 유리하다. 또한,..."
news_20250101_섹터_0014,"“정치불안 늪에 빠진 한국, 이대로 가다간”…2025년 성장률 1.5%도 어렵다는 이유",2025-01-01,06:02,섹터,"반도체와 전자 산업을 비롯한 한국 경제는 1.5% 미만 성장이 예상되며, 경쟁력 저하와 구조조정 필요성이 제기되고 있다. 경제학자들은 정부가 주도적으로 구조조정과 첨단산업 지원을 강화해야 하며, 특히 반도체 산업에 대한 보조금 지급이 필요하다고 지적했다. 노동시장 개혁을 최우선 과제로 꼽았으며, 노동생산성 향상을 위해 사무직 근로시간 규제 완화가 필요하다는 의견이 많았다. 정부는 추가경정예산..."
news_20250101_섹터_0021,"“증권사 리포트, 작정하고 대충 쓰네”…주가 3만원짜리 종목이 목표가 10만원",2025-01-01,14:32,섹터,"최근 증시 하락으로 괴리율이 높은 종목들이 속출하고 있으며, 코미코(193%), 나노신소재(175%), 코스모신소재(132%), 솔루스첨단소재(128%) 등이 괴리율 순위 상위를 차지하고 있다. 특히 반도체와 2차전지 관련 중소형 종목들이 주목받고 있으며, 이들 종목들의 증권사 보고서가 오랜 기간 업데이트되지 않아 괴리율이 높아지고 있다. 대형 기업인 한미반도체도 목표주가 괴리율 110%를..."
news_20250101_섹터_0023,내수·수출 겹겹이 난관 … 푸른뱀 기지로 넘어라,2025-01-01,16:00,섹터,"2025년 한국 경제는 수출 증가세 둔화와 건설 부진으로 인해 성장률이 1.9%~2.2%로 예상된다. 민간소비는 일부 회복되나, 통상 불확실성과 정치적 위축으로 내수는 제한적 성장세를 이어갈 것으로 보인다. 반도체를 중심으로 한 설비투자는 기준금리 인하와 글로벌 ICT 회복세로 증가할 것이지만, 미국의 보호무역 강화와 중국의 공급 확대로 수출 증가율은 1.5%로 예상된다. 건설 부진은 상반기..."
news_20250101_섹터_0025,목표가 한참 멀어졌는데 외면하는 증권사 리서치,2025-01-01,17:10,섹터,"반도체와 2차전지 등 주요 업종이 하락세를 보이며, 증권사 보고서가 부족한 중소형 종목들의 괴리율이 높아지고 있다. 코미코는 괴리율 193%로 가장 높았으며, 나노신소재, 코스모신소재, 솔루스첨단소재도 각각 175%, 132%, 128%로 괴리율이 높았다. 대형 기업인 한미반도체도 괴리율 110%를 기록했다. 이들 종목들은 증권사 보고서가 오랜 기간 업데이트되지 않아 괴리율이 높아지고 있다."
news_20250101_종목_0032,유료 챗GPT 무료로 쓰세요 … 인공지능 PC 대전,2025-01-01,17:15,종목,"삼성전자가 갤럭시 북5 프로를 2일부터 판매 개시하며 온디바이스 AI 갤럭시 AI로 노트북PC 시장 경쟁을 강화한다. AI 셀렉트 기능으로 손가락 제스처 인식 및 이미지 검색이 가능하며, 스마트폰·태블릿 등 모바일 기기와 AI 기능을 공유할 수 있다. 2~16일 구매 고객에게 MS 오피스 홈 2024를 제공하는 프로모션을 전개해 신학기 수요 확보에 나선다."
news_20250101_섹터_0015,"매경이 전하는 세상의 지식 (매-세-지, 1월 1일)",2025-01-01,07:00,섹터,"2025년 반도체와 전자 업계는 여전히 어려움을 겪고 있지만, 삼성전자가 로봇 분야에 진출하며 미래 사업을 다각화하고 있다. 경기침체로 인해 오피스텔 시장은 2년 연속 하락세를 보이고 있으며, 서울 강남구 ASTY 논현 오피스텔이 가장 비싼 가격을 기록하고 있다. 법면, 윤석열 대통령에 대한 체포영장 발부와 최상목 대통령 권한대행의 쌍특검법 거부권 행사 등 정치적 불안 요인이 존재하지만, 한..."
news_20250101_섹터_0019,최태원 “어려움 알면서 행동 옮기는 용기 필요”,2025-01-01,10:49,섹터,"2025년 SK그룹은 본원적 경쟁력 강화를 통해 어려움을 극복할 계획이다. 최태원 회장은 운영개선을 통한 내실 강화와 AI 경쟁력 확보를 미래 도약의 원동력으로 제시했다. 2024년 사업 리밸런싱으로 그룹 부채비율은 128%로 감소했으며, 영업이익은 18조2000억원 흑자로 전환했다. 최 회장은 “AI 산업 급성장에 따른 시장 재편은 거스를 수 없는 대세”라며, AI 반도체와 글로벌 AI 서..."
news_20250101_섹터_0026,새해 증시 주도株 '조선·AI·콘텐츠' 주목,2025-01-01,17:10,섹터,"2025년 한국 증시는 조선, AI, K팝, K푸드, 게임, 화장품, 통신 업종이 주도할 것으로 예상된다. 트럼프 미국 행정부의 천연가스 증산 정책으로 조선업이 부상할 것이며, 머스크의 우주산업 규제 완화로 한화에어로스페이스가 유망하다. 네이버, 카카오, 크래프톤 등 AI 기업과 YG엔터테인먼트, 삼양식품 등 K콘텐츠와 K푸드 업종도 주목받을 전망이다. 반도체와 통신 업종은 AI 기술 확산으..."
news_20250101_섹터_0030,자동차도 반도체 도 아닌데…2년 만에 북미 매출 6배 끌어올린 韓 스타기업,2025-01-01,19:04,섹터,"LS일렉트릭은 북미 시장에서 고속 성장을 이어가며 전력 인프라 시장에서 빅4 기업들과 경쟁하고 있다. 2024년 북미 매출은 6985억원으로 전년 대비 58% 증가했고, 수주액은 7237억원으로 61% 성장했다. 구자균 회장은 글로벌 전력 인프라 사업을 미래 먹거리로 격상하고 있으며, 미국 현지 기업 공략에 성공해 북미 매출 중 현지 고객사 비중이 2022년 22.65%에서 2024년 34...."
news_20250101_종목_0035,전문가 57인 꼽은 2025년 정책 우선순위는?,2025-01-01,21:00,종목,"한국 경제가 저성장 국면에 진입했으며, 전문가 93%는 2025년 성장률이 2% 미만이 될 것으로 전망했다. 저성장의 주요 원인은 내수 소비 둔화·생산인구 감소·기술 혁신 부족(각 32표)으로 분석됐다. 극복 방안으로 전문가 70%는 AI 등 기술 혁신을 최우선 과제로 꼽았다. 삼성전자 같은 수출 기업들도 국내 저성장 추세 속에서 기술 혁신과 생산성 향상을 통한 경쟁력 강화가 필수적인 상황이..."
news_20250101_경제_0013,"국민 57% “올해 경기 작년보다 나쁠것” …”韓경제, 정치에 발목 잡혀” 44%",2025-01-01,22:12,경제,"2025년 경제 전망에 대한 매일경제의 여론조사 결과, 경기 비관론이 확산되고 있다. 응답자의 57%가 올해 경기가 작년보다 나빠질 것으로 전망했으며, 부산·울산·경남 지역의 경기 전망은 특히 어두웠다. 경기 침체의 주요 원인은 정국 불안으로 보이며, 경제 살리기 위해 내수 확대와 한국은행의 금리 인하, 정부의 재정 투입이 필요하다는 의견이 많았다. 부동산 가격은 작년과 비슷하거나 하락할 것..."
news_20250101_경제_0003,CES 2년 연속 역대 최대 통합한국관 구축…범정부 수출마케팅 지원,2025-01-01,14:48,경제,"국제전자제품박람회(CES) 2025에서 역대 최대 규모의 통합한국관이 구축될 예정이다. 36개 기관과 445개 기업이 참여하며, 이는 전년 대비 큰 규모의 증가다. CES는 AI 기술적용 신제품과 서비스를 중점 전시하는 첨단기술 선도 전시회로, 한국에서는 삼성, LG, 현대, SK 등 주요 기업들이 참여한다. 이는 한국의 기술력과 수출 활성화를 반영하며, 거시경제적으로는 성장률 향상과 수출..."
news_20250101_경제_0009,"""韓경제, 정치에 발목"" 44% …""경기 좋아질 것"" 13% 그쳐",2025-01-01,17:59,경제,"2025년 경제에 대한 국민의 전반적인 비관론이 확산되고 있으며, 이는 경제 요인보다는 정치 불안에서 비롯된 것으로 나타났다. 경제 전망이 가장 어두운 부산·울산·경남 지역의 응답자 60%가 올해 경기가 작년보다 나빠질 것으로 전망했다. 부동산 가격도 안정적일 것으로 보는 시각이 주를 이뤘다. 경제 침체의 주요 원인으로는 정국 불안이 꼽혔으며, 경기부양을 위한 정책 1순위로는 내수확대와 금리..."
news_20250101_종목_0036,"저성장 늪, 깊고도 넓다",2025-01-01,21:00,종목,"포스코는 2023년 7월 포항제철소 1제강공장을 폐쇄하고 2024년 11월 1선재공장까지 닫았으며, 현대제철도 같은 시기에 포항 제2공장 폐쇄를 결정했다. 중국·일본 철강제품의 저가 공세(국내 생산단가 대비 10~20% 이상 저렴)로 한국 철강 수출액은 전년 대비 6.5% 감소한 160억달러로 예상된다. 한국 경제는 무역 의존도가 65%(일본 29%, 독일 40% 대비)로 세계적으로 유례없이..."
news_20250101_경제_0001,“새해에 또 최대 실적에 도전”…영업통 전진 배치한 4대 은행들,2025-01-01,07:40,경제,"4대 금융지주(KB·신한·하나·우리금융)는 올해 조직을 재편하고 세대교체를 추진하며, 디지털·AI 분야를 강화하는 전략을 내세웠다. KB금융지주는 영업조직을 줄이고 슬림화했으며, 우리은행은 부행장 5명을 축소하고 영업 현장에서 성과를 낸 인력을 대거 발탁했다. 신한은행과 하나은행도 고객 중심의 조직을 개편하고, 신사업 분야를 확장했다. 이들 금융지주는 올해 사상 최대 순익을 목표로 하되, ‘..."
news_20250101_경제_0002,지표로 본 2025 한국경제 위기 가능성 [노영우의 스톡피시],2025-01-01,10:00,경제,"2025년 한국 경제는 외부 위험 요인과 내부 불안정성이 동시에 작용할 가능성이 크다. 주요 거시 변수를 살펴보면, 1470원을 넘는 환율은 1998년 외환위기 시절을 떠올리게 하고, 최근 한달간 원화 가치 하락폭이 주요국 중 가장 컸다. 이는 외환 시장에서 한국 리스크가 높게 평가받음을 의미한다. 외환보유고는 넉넉하지만, 기준금리가 낮아 외환시장 방어가 어려울 것으로 보인다. 또한, 국가..."
news_20250101_경제_0011,저성장의 늪에서…Saving Korea,2025-01-01,21:00,경제,"2025년 한국 경제는 내우외환 국면에 직면해 있다. 경제성장률은 1.9%로 전망되나, 최상목 경제부총리가 1%대 저성장 가능성을 인정했다. 트럼프 2기 행정부의 보호무역주의와 고환율, 내수 부진이 경제를 위협하고 있다. 한국은행은 잠재성장률을 2%로 예측했으나, 정부는 1%대 저성장 가능성을 인정했다. 정치적 혼란으로 국가 리더십이 실종된 상태이며, 경제 살리기에 적극적인 정책이 필요하다...."
news_20250101_섹터_0020,봉황새 이불에 달러 가득 채운 상자까지…SK 최종건·최종현 회장 생가 가보니 [방영덕의 디테일],2025-01-01,12:00,섹터,"SK그룹 창립자들의 생가인 SK고택은 경기도 수원 평동에 위치해 있으며, 최종건 창업회장과 최종현 선대회장이 태어나 성장한 곳이다. 이곳에서 느릅나무와 학자문이 합쳐진 이름인 학유당은 창업주가 이룩한 창업의 고향을 상징한다. SK그룹은 이웃사랑과 지속가능한 행복 나눔을 중요시하며, 최태원 회장은 구성원들의 행복을 추구하는 ‘행복 경영’을 실천하고 있다. 안방에는 과거 선경직물의 인기 상품인..."
news_20250101_섹터_0024,세계로 뻗는 세지포 유튜브 98%가 해외에서 봤다,2025-01-01,16:20,섹터,"세계지식포럼 유튜브 채널은 해외 시청자 비중이 급증하며 성장세를 보이고 있다. 지난해 1분기 7%였던 해외 시청자 비중은 4분기에는 97.5%로 늘었으며, 조회 수도 15배 증가했다. 미국이 가장 많은 시청자 비중을 차지했으며, '칩 워 2.0' 세션과 아브히지트 바네르지 교수의 강연이 큰 인기를 얻었다. 한국어와 영어 채널을 분리 운영한 것도 해외 시청자 유입에 긍정적 영향을 미쳤다."
news_20250101_경제_0004,"시중은행에 치이고 인뱅에 밀린 지방은행…올해는 더 암울하다는데, 왜?",2025-01-01,16:48,경제,"지방은행의 실적 악화와 지방 대출 규제 완화 예상으로 인한 시장 불안이 거시경제적으로 우려된다. 지방은행의 원화 대출 자산 성장률이 시중은행에 비해 크게 뒤처지며, 무수익여신 비율이 증가하고 있다. 금융당국의 ‘지방·수도권 대출정책 이원화’와 제4인뱅 신규인가 조건의 ‘지역 금융 공급’ 평가 기준으로 인해 지방은행의 경쟁력 악화가 예상된다. 이러한 상황은 지방은행의 지속 가능한 경영을 위협하..."
news_20250101_경제_0008,"""美 잠재성장률 반등 주역은 매그니피센트7 생산성 혁신""",2025-01-01,17:53,경제,"한국의 잠재성장률이 1%대 진입할 수 있다는 경고와 함께 산업혁신과 구조개혁이 필요하다는 지적이 제기되었다. 김웅 한은 부총재보는 미국의 잠재성장률 반등 사례를 들며 혁신기업 육성과 구조개혁의 중요성을 강조했다. 한국의 잠재성장률은 2025~2029년 연평균 1.8%로 예상되며, 저출산·고령화와 경제 성숙이 원인으로 꼽혔다. 김 부총재보는 생산성 향상을 위해 승자 기업을 육성해야 하며, 미·..."
news_20250101_경제_0005,중기 기술신용대출 1년새 13조 급감,2025-01-01,16:57,경제,"중소기업 대상 기술신용대출이 금융당국의 심사 강화로 1년 새 10% 줄어들었다. 4대 시중은행의 기술신용대출 잔액은 142조원에서 155조원으로 13조원 감소했으며, 대출 건수도 29만건으로 20% 줄었다. 이로 인해 우량 중소기업과 스타트업의 자금조달이 어려워질 수 있다는 우려가 제기되고 있다. 금융당국은 기술력 평가 강화와 인공지능 평가체계 도입 등을 통해 리스크 관리를 강화하고 있지만,..."
news_20250101_경제_0006,"""자본비율 떨어질라""…비상걸린 시중은행",2025-01-01,16:57,경제,"원화가 추가 하락하면 은행의 보통주자본(CET1) 비율이 하락할 위험이 있으며, 이는 M&A와 배당 등 성장과 재무 건전성에 악영향을 미칠 수 있다. 원화가 1500원까지 떨어지면 4대 은행 중 KB금융을 제외한 3사가 CET1 비율 13%를 유지하기 어려울 것으로 예상된다. 이로 인해 금융당국의 규제 기준을 맞추지 못하면 배당과 상여 지급이 제한될 수 있으며, 특히 M&A 활동에 제동이 걸..."
news_20250101_경제_0007,추경 급한데 … 적자국채 100조 '턱밑',2025-01-01,17:53,경제,"거시경제적으로 보면, 새해 추가경정예산(추경) 논의가 불거지면서 적자국채 발행이 증가할 것으로 예상된다. 올해 적자국채 발행 규모는 약 86조7000억원으로, 작년 대비 5조원 증가한 수준이다. 이로 인해 올해 적자성 채무는 883조4000억원으로 전년 대비 10.1% 증가할 것으로 예측된다. 이는 국민 1명당 약 1700만원의 빚을 의미한다. 적자국채 증가는 건전재정 기조가 무너질 수 있다..."
news_20250101_경제_0010,연초라 돈은 풀어야 되는데…적자국채 100조 위기,2025-01-01,20:09,경제,"정부는 새해 추가경정예산을 논의하고 있지만, 적자 국채 발행이 급증할 경우 건전재정 기조가 무너질 수 있다는 우려가 있다. 올해 적자 국채 발행 규모는 작년보다 5조원 늘어난 86조7000억원으로, 추경 실행 시 코로나19 시기 수준에 근접할 가능성이 있다. 이로 인해 올해 적자성 채무는 883조4000억원으로 전년 대비 10.1% 증가할 전망이다. 이는 국민 1명당 약 1700만원의 빚을..."
news_20250102_종목_0047,“우리에겐 네가 있어 다행이야”... 을·사·7·友,2025-01-02,21:00,종목,"삼성전자는 2025년 하반기 고대역폭메모리(HBM) 4세대 양산을 준비 중이며, 글로벌 HBM 시장이 2024년 160억달러에서 2025년 300억달러로 급성장할 전망 속에서 실질적 수혜를 기대하고 있다. 미국 반도체 설계사 브로드컴이 삼성전자를 맞춤형 HBM4의 메인 공급사로 선정할 경우, 현재 60% 점유율로 시장을 선도 중인 SK하이닉스와의 격차를 크게 줄일 수 있을 것으로 예상된다."
news_20250102_종목_0044,삼성전자 를 어쩌나 … 실적발표 앞두고 목표가 줄하향,2025-01-02,17:48,종목,"삼성전자의 2024년 4분기 영업익 전망이 평균 7조6800억원으로 컨센서스 8조5500억원보다 10% 낮아졌다. 메모리·스마트폰 재고 조정으로 D램 비트그로스를 -5%에서 -12%로 하향했고, 파운드리 적자 지속과 디스플레이 수익성 악화가 반영됐다. 삼성증권·대신증권·한국투자증권 등 증권사 6곳이 목표주가를 인하했으며, 지난해 최저가 4.9만원과 10조5200억원의 외국인 순매도에도 현재..."
news_20250102_섹터_0038,반도체 세액공제 확대 중소·중견 임투세혜택 정책자금 55조 쏟는다,2025-01-02,18:03,섹터,"2025년 경제정책방향에 따르면, 올해 반도체 기업에 대한 세액공제 비율이 확대되며, 조선업에 대한 정책금융 지원도 강화된다. 반도체 기업의 국가전략기술 투자세액공제 비율은 대·중견기업에서 20%로, 중소기업은 30%까지 상승한다. 조선업 지원은 군함 등 선박 MRO 수주 기업을 대상으로 무역보험 보증료 감면과 우대금리 제공이 예정되어 있다. 정부는 55조원 규모의 시설투자자금을 공급하고,..."
news_20250102_종목_0041,"기업이 멈추지 않는 한, 돌파 못할 위기는 없다",2025-01-02,15:59,종목,"2025년 삼성전자는 CES를 통해 'AI홈' 전략을 적극 전개한다. 스마트 싱스 플랫폼으로 가전 통합 제어 솔루션을 제시하고, MX사업부는 갤럭시 AI 고도화로 갤럭시 S25 시리즈의 스마트폰 매출 성장을 전망한다. 산업연구원은 반도체·정보통신기기를 성장산업으로 평가하나, 디스플레이는 정체 우려를 지적했다. 지정학적 리스크 확대 속에서도 AI 중심 전략이 삼성전자의 경쟁력을 좌우할 것으로..."
news_20250102_섹터_0032,목표가 떨어지며 새해 시작한 삼성전자…52층까지 내려갔다가 반등,2025-01-02,15:48,섹터,"삼성전자는 5만2000원 아래로 하락했으나, 장 마감 전반반등하여 5만3400원에 거래를 마쳤다. 증권사들은 삼성전자 실적 우려로 목표가를 하향 조정했으며, 삼성증권, 대신증권, 한국투자증권이 각각 7만4000원, 7만8000원, 7만7000원으로 목표가를 낮췄다. 대신증권은 삼성전자의 4분기 매출액을 76조6000억원, 영업이익을 7조6000억원으로 예상하며, HBM 양산 지연과 스마트폰·..."
news_20250102_섹터_0037,한화인더스트리얼솔루션즈 '한화비전'으로 사명 변경,2025-01-02,17:43,섹터,"한화인더스트리얼솔루션즈는 자회사 한화비전을 흡수합병하고 사명을 변경하며 통합 법인 체제로 전환했다. 이로써 한화비전은 자체 시큐리티 사업과 한화정밀기계의 반도체 설계 사업, 해외 법인들을 100% 자회사로 통합하게 됐다. 한화정밀기계는 고대역폭메모리(HBM) 제조에 필요한 첨단 후공정 장비 개발에 집중하고 있으며, 향후 계열사 간 시너지를 통해 경영 효율성과 글로벌 경쟁력을 강화할 계획이다."
news_20250102_섹터_0017,“새해 첫 거래일부터 목표주가 낮아졌다”…삼성전자에 무슨 일이?,2025-01-02,07:44,섹터,"삼성전자의 2022년 4분기 실적이 시장 예상보다 낮을 것으로 예상되며, 목표주가가 7만7000원으로 하향 조정되었다. 매출액과 영업이익은 각각 74조5000억원, 7조3000억원으로 추정되며, 이는 시장 컨센서스보다 각각 4%, 18% 낮은 수준이다. 증권가는 올해 IT 하드웨어 세트 수요가 전년 대비 미약한 성장에 그칠 것으로 전망하고 있으며, 메모리 반도체 측면에서는 공급 조절이 필요하..."
news_20250102_섹터_0018,"반도체 ·선박·바이오, 올해는 대박 어려운데…韓 역대급 수출, 반짝 그치나",2025-01-02,08:13,섹터,"2024년 한국의 수출은 사상 최대 실적을 기록했지만, 올해는 부정적 신호가 감지되고 있다. 반도체 수출이 43.9% 증가한 1419억달러로 역대 최대를 달성했으며, 선박과 바이오헬스 품목도 각각 18%와 13.1% 증가했다. 대중국과 대미국 수출도 각각 6.6%와 10.5% 증가하며 좋은 성적을 보였다."
news_20250102_섹터_0024,삼성운용이 제시한 2025년 투자 키워드…‘뱀(B.A.A.M)’,2025-01-02,11:11,섹터,"2025년 미국 강세장과 미국 우선주의, AI 혁명, 월배당전략을 기반으로 한 'B.A.A.M' 투자 전략이 제시되었다. 미국 경제의 견조한 성장으로 S&P500, 나스닥100, 배당성장주 등 미국 ETF에 대한 투자가 유망하다. 미국 우선주의 관련 ETF로는 미국서학개미, 미국테크1조달러기업포커스, 미국반도체MV ETF 등이 있으며, AI 혁명 관련 ETF로는 미국AI테크TOP10, 미국A..."
news_20250102_섹터_0028,“올해 ETF 투자 키워드는?”…‘뱀(B.A.A.M)’으로 슬기롭게 나아가자,2025-01-02,14:41,섹터,"삼성자산운용은 2025년 투자 키워드로 'B.A.A.M(뱀)'을 선정하고, 미국 주식시장의 강세를 기반으로 미국 대표 ETF 12종을 추천했다. 'B.A.A.M'은 '미국 강세장', '미국 우선주의', '미국 주도 AI 혁명', '미국 월배당전략'을 의미하며, 관련 ETF로 KODEX 미국S&P500TR, KODEX 미국나스닥100TR, KODEX 미국반도체MV ETF 등이 포함된다. 삼성자..."
news_20250102_섹터_0030,"아이에스티이, 증권신고서 제출… 공모 재추진",2025-01-02,15:14,섹터,"반도체 장비 전문기업 아이에스티이는 1월 21일부터 27일까지 수요예측을 진행하고 2월 3~4일 일반청약을 실시하며 코스닥 상장을 추진한다. 공모 물량은 160만주에서 130만주로 축소되어 총 공모액과 시가총액이 각각 126억~148억원, 873억~1026억원으로 줄었다. 아이에스티이는 2013년 설립되어 반도체 풉(FOUP) 클리너 장비를 개발하고 있으며, SK하이닉스에 공급 중이다. 개발..."
news_20250102_섹터_0036,오영주 중기장관 “환율 급등으로 中企 애로·우려 높아”,2025-01-02,16:13,섹터,"오영주 중소벤처기업부 장관은 2일 경기 화성시의 넥스틴과 한양엠택을 방문해 고환율로 인한 원·부자재 가격 상승 등의 문제를 청취하고 지원 방안을 논의했다. 넥스틴은 반도체 검사장비 제조업체, 한양엠텍은 주형·금형 제조업체로, 중소기업의 어려움을 직접 청취한 이번 방문은 트럼프 행정부 2기 출범 등 대외 환경의 불확실성이 높아진 상황에서 수출 중소기업 지원을 위한 것이다. 장관은 긴급경영안정자..."
news_20250102_섹터_0034,김진태 강원지사 “미래산업 육성·민생경제 안정화”,2025-01-02,15:55,섹터,"올해 강원도는 미래 산업육성과 민생경제 안정화를 위한 정책을 강화할 계획이다. 김진태 강원도지사는 2025년을 미래산업 지도 재편의 원년으로 삼고, 반도체, 바이오헬스, 수소, 미래차, 푸드테크 등 5대 산업 기반을 확충할 방침이다. 반도체 관련 국비사업을 차질 없이 추진하고, 바이오 및 수소 특화단지 조성에도 속도를 낸다. 내수 경기 활성화와 민생 안정을 위해 예산 조기 집행에 나서며, 서..."
